,Cadastrais - Nome,Cadastrais - Classe - Nome,Cadastrais - Subclasse - Nome,Adicionais - Código de Barras
3071,COCO FLOCOS NUTRICOCO INTEGRAL 500G,PRODUTOS,PROD - FRUTAS/GRAOS,
3072,COCO FLOCOS NUTRICOCO INTEGRAL 5KG (SC),PRODUTOS,PROD - FRUTAS/GRAOS,7898944104358.0
3073,COCO FLOCOS S/ ACUCAR NACIONAL 10KG,PRODUTOS,PROD - FRUTAS/GRAOS,
3074,COCO RALADO AGROMARKET MEDIO 10KG (SC),PRODUTOS,PROD - FRUTAS/GRAOS,7908206603960.0
3075,COCO RALADO COCOECIA MEDIO SECO INTEGRAL 1KG,PRODUTOS,PROD - FRUTAS/GRAOS,7898904099182.0
3076,COCO RALADO COCOECIA MEDIO SECO INTEGRAL 5KG,PRODUTOS,PROD - FRUTAS/GRAOS,7898904099076.0
3077,COCO RALADO DIKOKO MEDIO SECO COMP 5KG,PRODUTOS,PEC - ENGRENAGEM,
3078,COCO RALADO FLYCOCO MEDIO COMPOSTO 1KG,PRODUTOS,PROD - FRUTAS/GRAOS,
3079,COCO RALADO FLYCOCO MEDIO INTEGRAL 1Kg,PRODUTOS,PROD - FRUTAS/GRAOS,7898994016984.0
3080,COCO RALADO MEDIO  DIPAK 25Kg,PRODUTOS,PEC - ENGRENAGEM,
3081,COCO RALADO MEDIO 1KG,PRODUTOS,PROD - FRUTAS/GRAOS,
3082,COCO RALADO MEDIO DIPAK 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3083,COCO RALADO NUTRICOCO MEDIO 5KG,PRODUTOS,PROD - FRUTAS/GRAOS,7898944104198.0
3084,COCO RALADO NUTRICOCO MEDIO INTEGRAL 10KG (SC),PRODUTOS,PROD - FRUTAS/GRAOS,7898944104327.0
3085,COCO RALADO NUTRICOCO MEDIO INTEGRAL 1KG,PRODUTOS,PROD - FRUTAS/GRAOS,
3086,COCO RALADO NUTRICOCO MEDIO INTEGRAL 500G,PRODUTOS,PROD - FRUTAS/GRAOS,
3087,COCO RALADO PRO NUTTS  FLOCOS 500g,PRODUTOS,PEC - ENGRENAGEM,
3088,COCO RALADO SB NORDESTE DESID PARC DESENG 1KG,PRODUTOS,PEC - ENGRENAGEM,
3089,COCO RALADO SB NORDESTE UMID ADOC  1Kg,PRODUTOS,PEC - ENGRENAGEM,
3090,COCO RALADO SB NORDESTE UMID ADOC 100g,PRODUTOS,PEC - ENGRENAGEM,
3091,COCO RALADO SECO PATEN FINO 1KG,PRODUTOS,PEC - ENGRENAGEM,
3092,COCO RALADO SUPER MEDIO SECO COMP 5KG,PRODUTOS,PEC - ENGRENAGEM,7898914221047.0
3093,COCO SECO FLOCADO INTEGRAL MEDIO 1KG,PRODUTOS,PROD - FRUTAS/GRAOS,
3094,COCO SECO RALADO EM FLOCOS S/ ACUCAR 100G,PRODUTOS,PROD - FRUTAS/GRAOS,
3095,Coco seco ralado em flocos tipo 3 1KG,PRODUTOS,PEC - ENGRENAGEM,
3096,COCO SECO RALADO M. MÉDIO CLASSIF.1 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3097,COCO SECO RALADO M. MÉDIO CLASSIF.3 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3098,Coco seco ralado M.médio tipo 1 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3099,COCO SECO RALADO SEM ACUCAR 100G,PRODUTOS,PROD - FRUTAS/GRAOS,
3100,COCO SUPER FINO 1KG,PRODUTOS,PEC - ENGRENAGEM,
3101,COCO SUPER FINO 5Kg,PRODUTOS,PEC - ENGRENAGEM,7898914221016.0
3102,COCO SUPER FINO RETALHO,PRODUTOS,PEC - ENGRENAGEM,
3103,COCO SUPER MEDIO RETALHO,PRODUTOS,PEC - ENGRENAGEM,
3104,COGUMELO ALDEIADASERRA FAT 2KG ,PRODUTOS,PROD - CONSERVAS,7899801003623.0
3105,Cogumelo fatiada nacional conserva Cassino 2Kg,PRODUTOS,PEC - ENGRENAGEM,
3106,"COGUMELO FATIADO 1,02 Kg",PRODUTOS,PEC - ENGRENAGEM,
3107,COGUMELO FATIADO DIZA 2Kg,PRODUTOS,PEC - ENGRENAGEM,
3108,COGUMELO FRUGAL FATIADO 2KG,PRODUTOS,PEC - ENGRENAGEM,
3109,COGUMELO INTEIRO FRUEX 4x2kg,PRODUTOS,PEC - ENGRENAGEM,
3110,COLA ALIMENTICIA CMC 25G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898329015576.0
3159,CONCENTRADO FLEISCHMANN 65g,PRODUTOS,PEC - ENGRENAGEM,
3196,CONF GRAN CROC ESCURO 1KG,PRODUTOS,PEC - ENGRENAGEM,
3197,CONF HARALD CHIPSHOW CHOC AO LEITE 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3198,"Confeitar cob fracionada Mauri choc ao leite 2,3Kg",PRODUTOS,PEC - ENGRENAGEM,
3199,Confeitar cob fracionada Mauri choc ao leite 5Kg,PRODUTOS,PEC - ENGRENAGEM,
3200,Confeitar cob fracionada Mauri choc meio amargo5Kg,PRODUTOS,PEC - ENGRENAGEM,
3201,Confeitar cob fracionada Mauri chocolate branco5Kg,PRODUTOS,PEC - ENGRENAGEM,
3209,CONFEITE CONFETE 250G,PRODUTOS,PEC - ENGRENAGEM,
3210,CONFEITE ESTRELINHA 250G,PRODUTOS,PEC - ENGRENAGEM,
3211,CONFEITE HARALD TOP PISTACHE 400G,PRODUTOS,PROD - GRANULADOS,7897077838857.0
3212,CONFEITE MAVALERIO ALUMINIZADO N1 500g,PRODUTOS,PEC - ENGRENAGEM,
3213,CONFEITE MAVALERIO FIGURA BORBOLETA 250G,PRODUTOS,PEC - ENGRENAGEM,
3214,CONFEITE MAVALERIO FIGURA BORBOLETA 50G,PRODUTOS,PEC - ENGRENAGEM,
3215,CONFEITE MAVALERIO TREVO MIL CORES 250g,PRODUTOS,PEC - ENGRENAGEM,
3216,CONFEITO CACAU FOODS BIG PEROLAS 50G,PRODUTOS,PROD - GRANULADOS,7896497207786.0
3217,CONFEITO CACAU FOODS BIG PEROLAS BLUE 50G,PRODUTOS,PROD - GRANULADOS,7896497207809.0
3218,CONFEITO CACAU FOODS BIG ROSE 50G,PRODUTOS,PROD - GRANULADOS,7896497207793.0
3219,CONFEITO CACAU FOODS CORACOES 50G,PRODUTOS,PROD - GRANULADOS,7896497206628.0
3220,CONFEITO CACAU FOODS ESTRELINHA 50G,PRODUTOS,PROD - GRANULADOS,7896497206604.0
3221,CONFEITO CACAU FOODS MICANGA PRETO  300G,PRODUTOS,PROD - GRANULADOS,7896497208745.0
3222,CONFEITO CACAU FOODS PEROLAS 50G,PRODUTOS,PROD - GRANULADOS,7896497206680.0
3223,CONFEITO CACAU FOODS ROSA BRANCA 50G,PRODUTOS,PROD - GRANULADOS,7896497209209.0
3224,CONFEITO CACAU FOODS SUGAR GOLD 50G,PRODUTOS,PROD - GRANULADOS,7896497209582.0
3225,CONFEITO CACAU FOODS SWEET BLUE 50G,PRODUTOS,PROD - GRANULADOS,7896497206666.0
3226,CONFEITO CACAU FOODS SWEET ROSE 50G,PRODUTOS,PROD - GRANULADOS,7896497206673.0
3227,CONFEITO DOURADO Nº 0 80G,PRODUTOS,PEC - ENGRENAGEM,
3228,CONFEITO JAZAM  COLORETI UNICORNIO 300G,PRODUTOS,PROD - GRANULADOS,7896383071903.0
3229,CONFEITO JAZAM COLORETI  MINI 1KG,PRODUTOS,PROD - GRANULADOS,7896383073938.0
3230,CONFEITO JAZAM COLORETI AMORE 500G,PRODUTOS,PROD - GRANULADOS,7896383000705.0
3231,CONFEITO JAZAM COLORETI MINI 250G,PRODUTOS,PROD - GRANULADOS,7896383072764.0
3232,CONFEITO JAZAM COLORETI MINI 300G,PRODUTOS,PROD - GRANULADOS,7896383073891.0
3233,CONFEITO JAZAM COLORETI MINI 500G,PRODUTOS,PROD - GRANULADOS,7896383000415.0
3234,CONFEITO JAZAM COLORETI NEON  500G,PRODUTOS,PROD - GRANULADOS,7896383072139.0
3235,CONFEITO JAZAM COLORETI TRADICIONAL 500G,PRODUTOS,PROD - GRANULADOS,7896383073921.0
3236,CONFEITO MAVALERIO ALUMINIZADO N1 CROCANTE 500g,PRODUTOS,PEC - ENGRENAGEM,
3237,CONFEITO MAVALERIO ALUMINIZADO N2 CROCANTE 500g,PRODUTOS,PEC - ENGRENAGEM,
3238,CONFEITO MAVALERIO ALUMINIZADO N2 CROCANTE 80g,PRODUTOS,PEC - ENGRENAGEM,
3239,CONFEITO MAVALERIO CHOCOLATE CROCANTE 80G,PRODUTOS,PEC - ENGRENAGEM,
3240,CONFEITO MAVALERIO FIGURA ALFABETO 250G,PRODUTOS,PEC - ENGRENAGEM,
3241,CONFEITO MAVALERIO FIGURA ALFABETO 50G,PRODUTOS,PEC - ENGRENAGEM,
3242,CONFEITO MAVALERIO FIGURA BOQUINHA 250G,PRODUTOS,PEC - ENGRENAGEM,
3243,CONFEITO MAVALERIO FIGURA BOQUINHA 50G,PRODUTOS,PEC - ENGRENAGEM,
3244,CONFEITO MAVALERIO FIGURA CORAÇÃO 250G,PRODUTOS,PEC - ENGRENAGEM,
3245,CONFEITO MAVALERIO FIGURA CORAÇÃO 50G,PRODUTOS,PEC - ENGRENAGEM,
3246,CONFEITO MAVALERIO FIGURA ESTRELINHA 250G,PRODUTOS,PEC - ENGRENAGEM,
3247,CONFEITO MAVALERIO FIGURA ESTRELINHA 50G,PRODUTOS,PEC - ENGRENAGEM,
3248,CONFEITO MAVALERIO FIGURA FUNDO DO MAR 250G,PRODUTOS,PEC - ENGRENAGEM,
3249,CONFEITO MAVALERIO FIGURA FUNDO DO MAR 50G,PRODUTOS,PEC - ENGRENAGEM,
3250,CONFEITO MAVALERIO FIGURAS CONFETE 50G,PRODUTOS,PEC - ENGRENAGEM,
3349,"COOKIES CROCANTE GOTAS MIX PEQUENA 1,01KG",PRODUTOS,PROD - GRANULADOS,7897011509584.0
3350,COOKIES CROCANTE GOTAS MIX PEQUENA 500 G,PRODUTOS,PROD - GRANULADOS,
3354,COPO BISCOITO CX C/ 300,PRODUTOS,PEC - ENGRENAGEM,
3363,COPO DESC BONOPLAST 150ML PCT 100 -AGUA,PRODUTOS,PEC - ENGRENAGEM,
3365,COPO DESC BONOPLAST 200ml C/100unid,PRODUTOS,PEC - ENGRENAGEM,
3366,COPO DESC BONOPLAST 250ml pct c/100unid CRISTAL,PRODUTOS,PEC - ENGRENAGEM,
3367,COPO DESC BONOPLAST 300ml pct c/100unid CRISTAL,PRODUTOS,PEC - ENGRENAGEM,
3374,COPO DESC. ULTRACOPOS 150ml pct c/100 UND,PRODUTOS,PEC - ENGRENAGEM,
3375,COPO DESC. ULTRACOPOS 400ml pct c/50 UND,PRODUTOS,PEC - ENGRENAGEM,
3377,COPO DESC. ULTRACOPOS TRANSP 180ml pct c/100 UND,PRODUTOS,PEC - ENGRENAGEM,
3383,COPO MASSA CX C/300,PRODUTOS,PEC - ENGRENAGEM,
3385,COPO PLAST PLAZAPEL 300ML PCT 10 VERM.,PRODUTOS,PEC - ENGRENAGEM,
3387,Copo PP 180ml Ultra BR pct 100unid,PRODUTOS,PEC - ENGRENAGEM,
3388,Copo PP 200ml poly BR pct 100unid,PRODUTOS,PEC - ENGRENAGEM,
3395,COR 2H AMARELO OVO COML 100g,PRODUTOS,PEC - ENGRENAGEM,
3396,COR GEL CHOC MIX LARANJA 12G,PRODUTOS,PROD - CORANTES,7897011502684.0
3397,COR GEL CHOC MIX PRETO 12G,PRODUTOS,PROD - CORANTES,7897011502707.0
3398,COR GEL CHOC MIX VERDE 12G,PRODUTOS,PROD - CORANTES,7897011502639.0
3399,COR GEL CHOC MIX VERMELHO 12G,PRODUTOS,PROD - CORANTES,7897011502622.0
3400,COR GEL CHOC MIX VIOLETA 12G,PRODUTOS,PROD - CORANTES,7897011502691.0
3401,COR LIQUIDO ICEBERG AMARELO OVO 960ML,PRODUTOS,PROD - CORANTES,7898329015569.0
3402,COR PO AVELUDADO ICEBERG AZUL 5G,PRODUTOS,PROD - CORANTES,7898329013831.0
3403,COR PO AVELUDADO ICEBERG PRETO 5G,PRODUTOS,PROD - CORANTES,7898329013886.0
3404,COR PO AVELUDADO ICEBERG ROSA 5G,PRODUTOS,PROD - CORANTES,7898329013893.0
3405,COR PO AVELUDADO ICEBERG VERDE 5G,PRODUTOS,PROD - CORANTES,7898329013909.0
3406,COR PO AVELUDADO ICEBERG VERMELHO 5G,PRODUTOS,PROD - CORANTES,7898329013916.0
3407,COR PO DUAS RODAS AMARELO OVO INTEN 100G,PRODUTOS,PROD - CORANTES,7896411808204.0
3408,COR PO DUAS RODAS AZUL BRILHANTE 100G,PRODUTOS,PROD - CORANTES,7896411808310.0
3409,COR PO DUAS RODAS ROSA BRILHANTE 100G,PRODUTOS,PROD - CORANTES,7896411808402.0
3410,COR PO DUAS RODAS VERDE FOLHAS 100G,PRODUTOS,PROD - CORANTES,7896411808433.0
3411,COR PO DUAS RODAS VERM BORDO 100G,PRODUTOS,PROD - CORANTES,7896411809164.0
3412,COR PO DUPORTO AMARELO GEMA 100G,PRODUTOS,PROD - CORANTES,7896395109243.0
3413,COR PO ICEBERG AMARELO OVO 100% 100G,PRODUTOS,PROD - CORANTES,7898329012230.0
3414,COR PO ICEBERG AMARELO OVO 100% 500G,PRODUTOS,PROD - CORANTES,7898329011202.0
3415,COR PO ICEBERG AMARELO OVO PL 500G,PRODUTOS,PROD - CORANTES,7898329011127.0
3416,COR PO ICEBERG AMARELO OVO PL100G,PRODUTOS,PROD - CORANTES,7898329010052.0
3417,COR PO ICEBERG COLOR ROXO ACAI 100G,PRODUTOS,PROD - CORANTES,7898329014609.0
3418,COR PO ICEBERG ROXO ACAI 100G,PRODUTOS,PROD - CORANTES,7898329012247.0
3419,COR PO ICEMIX AMARELO DAMASCO 100G,PRODUTOS,PROD - CORANTES,7898329012988.0
3420,COR PO ICEMIX AMARELO GEMA 100G,PRODUTOS,PROD - CORANTES,7898329012957.0
3421,COR PO ICEMIX AZUL 100G,PRODUTOS,PROD - CORANTES,7898329012964.0
3422,COR PO ICEMIX MARROM 100G,PRODUTOS,PROD - CORANTES,7898329012971.0
3423,COR PO ICEMIX PRETO 100G,PRODUTOS,PROD - CORANTES,7898329013923.0
3424,COR PO ICEMIX ROSA CEREJA 100G,PRODUTOS,PROD - CORANTES,7898329013015.0
3425,COR PO ICEMIX VERDE FOLHA 100G,PRODUTOS,PROD - CORANTES,7898329014616.0
3426,COR PO ICEMIX VERM BORDO 100G,PRODUTOS,PROD - CORANTES,7898329012995.0
3427,COR PO ICEMIX VERMELHO MOR 100G,PRODUTOS,PROD - CORANTES,7898329013008.0
3428,COR PO LIPOS ICEBERG AMARELO 5G,PRODUTOS,PROD - CORANTES,7898329013701.0
3429,COR PO LIPOS ICEBERG AZUL 5G,PRODUTOS,PROD - CORANTES,7898329013718.0
3430,COR PO LIPOS ICEBERG AZUL TURQUESA 5G,PRODUTOS,PROD - CORANTES,7898329013725.0
3431,COR PO LIPOS ICEBERG BRANCO 5G,PRODUTOS,PROD - CORANTES,7898329013732.0
3432,COR PO LIPOS ICEBERG LARANJA 5G,PRODUTOS,PROD - CORANTES,7898329013947.0
3433,COR PO LIPOS ICEBERG LILAS 5G,PRODUTOS,PROD - CORANTES,7898329013756.0
3434,COR PO LIPOS ICEBERG PRETO 5G,PRODUTOS,PROD - CORANTES,7898329013770.0
3435,COR PO LIPOS ICEBERG ROSA 5G,PRODUTOS,PROD - CORANTES,7898329013787.0
3436,COR PO LIPOS ICEBERG SALMAO 5G,PRODUTOS,PROD - CORANTES,7898329013930.0
3437,COR PO LIPOS ICEBERG VERDE 5G,PRODUTOS,PROD - CORANTES,7898329013794.0
3438,COR PO LIPOS ICEBERG VERMELHO 5G,PRODUTOS,PROD - CORANTES,7898329013817.0
3439,COR PO MIX AMARELO GEMA 100G,PRODUTOS,PROD - CORANTES,7897011500314.0
3440,COR PO MIX AMARELO GEMA 500G,PRODUTOS,PROD - CORANTES,7897011500413.0
3441,COR SPRAY COLORCAKE AMARELO 42G,PRODUTOS,PROD - CORANTES,7898969470018.0
3442,COR SPRAY COLORCAKE AZUL 42G,PRODUTOS,PROD - CORANTES,7898969470049.0
3443,COR SPRAY COLORCAKE ROSA 42G,PRODUTOS,PROD - CORANTES,7898969470025.0
3444,COR SPRAY COLORCAKE VERDE 42G,PRODUTOS,PROD - CORANTES,7898969470032.0
3445,COR SPRAY COLORCAKE VERMELHO 42G,PRODUTOS,PROD - CORANTES,7898969470056.0
3446,COR SPRAY DOURADOR PAES DOURATTO 200G,PRODUTOS,PROD - CORANTES,7898994959090.0
3447,CORANTE  EM SPRAY LILAS 42G,PRODUTOS,PROD - CORANTES,7898329017075.0
3448,Corante 2H azul 100g,PRODUTOS,PEC - ENGRENAGEM,
3449,CORANTE 2H MARRON M 100g,PRODUTOS,PEC - ENGRENAGEM,
3450,CORANTE 2H ROSA BRILHANTE 100g,PRODUTOS,PEC - ENGRENAGEM,
3451,Corante 2H verde folhas 100g,PRODUTOS,PEC - ENGRENAGEM,
3452,Corante 2H verm. bordeaux 100g,PRODUTOS,PEC - ENGRENAGEM,
3453,Corante amarelo damasco 10ml,PRODUTOS,PEC - ENGRENAGEM,
3454,Corante amarelo ovo 100% puro 100g,PRODUTOS,PEC - ENGRENAGEM,
3455,Corante azul jeans 10ml,PRODUTOS,PEC - ENGRENAGEM,
3456,Corante caramelo DS400 5Kg,PRODUTOS,PEC - ENGRENAGEM,
3457,CORANTE EM PO ICEBERG AZUL CELESTE PL 100G,PRODUTOS,PEC - ENGRENAGEM,
3458,CORANTE EM PO ICEBERG PRETO PL 100G,PRODUTOS,PEC - ENGRENAGEM,7898329011998.0
3459,CORANTE EM PO ICEBERG VERDE FOLHA PL 100G,PRODUTOS,PEC - ENGRENAGEM,
3460,CORANTE EM SPRAY AMARELO 42G,PRODUTOS,PROD - CORANTES,7898329017082.0
3461,CORANTE EM SPRAY AZUL CONGELANTE 42G,PRODUTOS,PROD - CORANTES,7898329017105.0
3462,CORANTE EM SPRAY AZUL TURQUESA 42G,PRODUTOS,PROD - CORANTES,7898329017068.0
3463,CORANTE EM SPRAY ROSA 42G,PRODUTOS,PROD - CORANTES,7898329017051.0
3464,CORANTE EM SPRAY VERDE 42G,PRODUTOS,PROD - CORANTES,7898329017112.0
3465,CORANTE EM SPRAY VERMELHO 42G,PRODUTOS,PROD - CORANTES,7898329017099.0
3466,Corante gel dourado 10g,PRODUTOS,PEC - ENGRENAGEM,
3467,Corante gel prateado 10g,PRODUTOS,PEC - ENGRENAGEM,
3468,Corante gema BIGMIX super 1Kg,PRODUTOS,PEC - ENGRENAGEM,7898407500001.0
3469,Corante Iceberg verm bord 100% 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3470,CORANTE MIX AMARELO DAMASCO 100G,PRODUTOS,PEC - ENGRENAGEM,
3471,CORANTE MIX AMARELO DAMASCO 15gr,PRODUTOS,PEC - ENGRENAGEM,
3472,CORANTE MIX AMARELO GEMA 15gr,PRODUTOS,PEC - ENGRENAGEM,
3473,CORANTE MIX AZUL ANIS 100G,PRODUTOS,PEC - ENGRENAGEM,
3474,CORANTE MIX AZUL ANIX 15gr,PRODUTOS,PEC - ENGRENAGEM,
3475,CORANTE MIX AZUL ANIZ 100g,PRODUTOS,PEC - ENGRENAGEM,
3476,CORANTE MIX LARANJA 100G,PRODUTOS,PEC - ENGRENAGEM,
3477,CORANTE MIX MARROM 100g,PRODUTOS,PEC - ENGRENAGEM,
3478,CORANTE MIX P/ CHOCOLATE AMARELO 12G,PRODUTOS,PEC - ENGRENAGEM,
3479,CORANTE MIX P/ CHOCOLATE AZUL 12G,PRODUTOS,PEC - ENGRENAGEM,
3480,CORANTE MIX PASTA AZUL JEANS 15g,PRODUTOS,PEC - ENGRENAGEM,
3481,CORANTE MIX PASTA BRANCO LEITE 15g,PRODUTOS,PEC - ENGRENAGEM,
3482,CORANTE MIX PASTA LARANJA 15g,PRODUTOS,PEC - ENGRENAGEM,
3483,CORANTE MIX PASTA MARFIM 15gr,PRODUTOS,PEC - ENGRENAGEM,
3484,CORANTE MIX PASTA MARROM CHOCOLATE 15g,PRODUTOS,PEC - ENGRENAGEM,
3485,CORANTE MIX PASTA PINK 15g,PRODUTOS,PEC - ENGRENAGEM,
3486,CORANTE MIX PASTA PRETO AMEIXA 15g,PRODUTOS,PEC - ENGRENAGEM,
3487,CORANTE MIX PASTA ROSA CEREJA 15gr,PRODUTOS,PEC - ENGRENAGEM,
3488,CORANTE MIX PASTA ROXO BATATA 15gr,PRODUTOS,PEC - ENGRENAGEM,
3489,CORANTE MIX PASTA VERDE FOLHA 15g,PRODUTOS,PEC - ENGRENAGEM,
3490,CORANTE MIX PASTA VERDE HORTELÃ 15g,PRODUTOS,PEC - ENGRENAGEM,
3491,CORANTE MIX PASTA VERDE LIMAO 15gr,PRODUTOS,PEC - ENGRENAGEM,
3492,CORANTE MIX PASTA VERMELHO MORANGO 15G,PRODUTOS,PEC - ENGRENAGEM,
3493,CORANTE MIX PASTA VERMELHO NATAL15g,PRODUTOS,PEC - ENGRENAGEM,
3494,CORANTE MIX PASTA VINHO BORDO 15gr,PRODUTOS,PEC - ENGRENAGEM,
3495,CORANTE MIX PASTA VIOLETA 15gr,PRODUTOS,PEC - ENGRENAGEM,
3496,CORANTE MIX ROSA CEREJA100g,PRODUTOS,PROD - CORANTES,
3497,CORANTE MIX VERDE 100g,PRODUTOS,PEC - ENGRENAGEM,
3498,CORANTE MIX VERMELHO 100g,PRODUTOS,PEC - ENGRENAGEM,
3499,Corante p/chocolate amarelo 12g,PRODUTOS,PEC - ENGRENAGEM,
3500,Corante p/chocolate azul 12g,PRODUTOS,PEC - ENGRENAGEM,
3501,Corante p/chocolate laranja 12g,PRODUTOS,PEC - ENGRENAGEM,
3502,Corante p/chocolate preto 12g,PRODUTOS,PEC - ENGRENAGEM,
3503,Corante p/chocolate rosa 12g,PRODUTOS,PEC - ENGRENAGEM,
3504,Corante Pink 10ml,PRODUTOS,PEC - ENGRENAGEM,
3505,Corante preto 100g,PRODUTOS,PEC - ENGRENAGEM,
3506,CORANTE PRETO 10ml,PRODUTOS,PEC - ENGRENAGEM,
3507,corante rosa cereja 10ml,PRODUTOS,PEC - ENGRENAGEM,
3508,CORANTE SPRAY AMARELO 120ML 5734,PRODUTOS,PEC - ENGRENAGEM,
3509,CORANTE SPRAY MARROM 120ML 5744,PRODUTOS,PEC - ENGRENAGEM,
3510,CORANTE SPRAY ROSA 120ML 5743,PRODUTOS,PEC - ENGRENAGEM,
3511,CORANTE SPRAY VERDE 120ML 5741,PRODUTOS,PEC - ENGRENAGEM,
3512,CORANTE SPRAY VERMELHO 120ML 5740,PRODUTOS,PEC - ENGRENAGEM,
3513,CORANTE SPRAY VIOLETA 120ML 5745,PRODUTOS,PEC - ENGRENAGEM,
3514,Corante verde folha 10ml,PRODUTOS,PEC - ENGRENAGEM,
3515,Corante verde hortelã 10ml,PRODUTOS,PEC - ENGRENAGEM,
3516,Corante vermelho bordeaux 100% puro 100g,PRODUTOS,PEC - ENGRENAGEM,
3517,Corante vermelho morango 10ml,PRODUTOS,PEC - ENGRENAGEM,
3518,Corante vinho 100g,PRODUTOS,PEC - ENGRENAGEM,
3739,CRD FLOCOS INT UM AD COCO DO VALE 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3740,CRD UMIDO E ADOÇADO-PARC DESNG 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3743,CREME ARCOFIL CHOCOLATE AO LEITE  1KG,PRODUTOS,PROD - DOCES RECHEIOS,7896226313276.0
3744,CREME ARCOFIL LEITE CONDENSADO 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
3745,CREME CAPUCCINO ARCOFIL 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
3746,Creme cob e recheio ao leite 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3747,CREME CONF PROCREME 01Kg,PRODUTOS,PEC - ENGRENAGEM,
3748,CREME CONFEITEIRO AMAFIL 1KG,PRODUTOS,PROD - CREME CONF,7896035970417.0
3749,CREME CONFEITEIRO BIGMIX 1KG,PRODUTOS,PROD - CREME CONF,7898407506095.0
3750,CREME CONFEITEIRO DONA BENTA 1KG,PRODUTOS,PEC - ENGRENAGEM,
3751,CREME CONFEITEIRO EMBRAMIX 1KG,PRODUTOS,PROD - CREME CONF,736532288813.0
3752,CREME CONFEITEIRO FLM 1KG,PRODUTOS,PROD - CREME CONF,7898409951565.0
3753,CREME CONFEITEIRO ICEBERG 500G,PRODUTOS,PROD - CREME CONF,7898329015439.0
3754,CREME CONFEITEIRO LEVAPAN 1KG,PRODUTOS,PROD - CREME CONF,7898386414602.0
3755,CREME CONFEITEIRO MAURI 1KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409950483.0
3756,CREME CONFEITEIRO MIX 1KG,PRODUTOS,PROD - CREME CONF,7897011501885.0
3757,CREME CONFEITEIRO MIX BAHIA 1KG,PRODUTOS,PROD - CREME CONF,
3758,CREME CONFEITEIRO RICA 01Kg,PRODUTOS,PEC - ENGRENAGEM,
3759,CREME CROCANTE OVOMALTINE 380G,PRODUTOS,PEC - ENGRENAGEM,
3760,CREME CULINARIO CUKIN 1L,PRODUTOS,PROD - CULINARIOS,7891080806155.0
3761,CREME CULINARIO GRANFINALE 1KG,PRODUTOS,PROD - CULINARIOS,7897309408650.0
3762,CREME CULINARIO RICHS 1L,PRODUTOS,PROD - CULINARIOS,7898610601624.0
3763,CREME CULINARIO VIGOR LECO 1KG,PRODUTOS,PROD - CULINARIOS,7892999270020.0
3764,"CREME DE AVELA VABENE COM CACAU 1,1KG",PRODUTOS,PEC - ENGRENAGEM,7898046910475.0
3765,"CREME DE CEBOLA QUALIMAX 1,01kg",PRODUTOS,PROD - TEMPEROS,7891122115566.0
3766,CREME DE CONFEITEIRO MIX 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3767,CREME DE LEITE CAMPONESA TP 200G,PRODUTOS,PROD - CULINARIOS,7896259411628.0
3768,CREME DE LEITE ITALAC  200G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898080640222.0
3769,CREME DE LEITE PIRACANJUBA 200ML,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898215151784.0
3770,CREME DE LEITE UHT 25% DE GORDURA 200G,PRODUTOS,PROD - CREME CONF,7898403782387.0
3771,CREME DE MILHO VERDE 900g,PRODUTOS,PEC - ENGRENAGEM,
3772,CREME DOCE DE LEITE ARCOFIL 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
3773,CREME LIMAO ARCOFIL 1KG,PRODUTOS,PROD - FERM BIOLOGICO,
3774,CREME MESTRE ARCOLOR PATISSYER 1KG,PRODUTOS,PROD - CREME CONF,7896226300498.0
3775,CREME SABOR QUEIJO c/144 UND,PRODUTOS,PEC - ENGRENAGEM,
3776,CREME TIPO CHANTILLY CHOCOLATE MAURI 1L,PRODUTOS,PROD - CHANTILLY,
3777,CREME TIPO CHANTILLY MAURI 1L,PRODUTOS,PROD - CHANTILLY,
3778,Creme tipo doce de leite 1Kg,PRODUTOS,PEC - ENGRENAGEM,
3779,Creme vegetal vitapalma s balde 15Kg,PRODUTOS,PROD - MARGARINAS,7898354670115.0
3780,CREMOR DE TARTARO 40G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898638641886.0
3781,CREMOR DE TARTARO ICEBERG 50G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898329013343.0
3782,Cremor Tartaro 50g,PRODUTOS,PEC - ENGRENAGEM,
3788,CRISTALIZADA  ABACAXI LATA 01Kg,PRODUTOS,PEC - ENGRENAGEM,
